Tick,Hero,X,Y
3350,CDOTA_Unit_Hero_Rubick,439,258
3350,CDOTA_Unit_Hero_Ursa,279,223
3355,CDOTA_Unit_Hero_Necrolyte,232,110
3355,CDOTA_Unit_Hero_Earthshaker,510,0
3355,CDOTA_Unit_Hero_Dazzle,119,270
3355,CDOTA_Unit_Hero_Kunkka,239,241
3355,CDOTA_Unit_Hero_Slark,151,208
3355,CDOTA_Unit_Hero_Abaddon,172,177
3355,CDOTA_Unit_Hero_Bloodseeker,291,177
3355,CDOTA_Unit_Hero_Morphling,450,93
3355,CDOTA_Unit_Hero_Rubick,469,285
3355,CDOTA_Unit_Hero_Ursa,274,214
3360,CDOTA_Unit_Hero_Necrolyte,232,110
3360,CDOTA_Unit_Hero_Earthshaker,489,0
3360,CDOTA_Unit_Hero_Dazzle,119,270
3360,CDOTA_Unit_Hero_Kunkka,234,256
3360,CDOTA_Unit_Hero_Slark,151,208
3360,CDOTA_Unit_Hero_Abaddon,172,177
3360,CDOTA_Unit_Hero_Bloodseeker,291,171
3360,CDOTA_Unit_Hero_Morphling,438,93
3360,CDOTA_Unit_Hero_Rubick,469,285
3360,CDOTA_Unit_Hero_Ursa,267,192
3365,CDOTA_Unit_Hero_Necrolyte,232,110
3365,CDOTA_Unit_Hero_Earthshaker,454,0
3365,CDOTA_Unit_Hero_Dazzle,119,270
3365,CDOTA_Unit_Hero_Kunkka,186,383
3365,CDOTA_Unit_Hero_Slark,151,208
3365,CDOTA_Unit_Hero_Abaddon,172,177
3365,CDOTA_Unit_Hero_Bloodseeker,301,150
3365,CDOTA_Unit_Hero_Morphling,438,93
3365,CDOTA_Unit_Hero_Rubick,469,285
3365,CDOTA_Unit_Hero_Ursa,269,172
3370,CDOTA_Unit_Hero_Necrolyte,232,110
3370,CDOTA_Unit_Hero_Earthshaker,422,0
3370,CDOTA_Unit_Hero_Dazzle,119,270
3370,CDOTA_Unit_Hero_Kunkka,212,234
3370,CDOTA_Unit_Hero_Slark,151,208
3370,CDOTA_Unit_Hero_Abaddon,172,177
3370,CDOTA_Unit_Hero_Bloodseeker,301,150
3370,CDOTA_Unit_Hero_Morphling,437,93
3370,CDOTA_Unit_Hero_Rubick,335,383
3370,CDOTA_Unit_Hero_Ursa,277,160
3375,CDOTA_Unit_Hero_Necrolyte,232,110
3375,CDOTA_Unit_Hero_Earthshaker,403,0
3375,CDOTA_Unit_Hero_Dazzle,119,270
3375,CDOTA_Unit_Hero_Kunkka,206,233
3375,CDOTA_Unit_Hero_Slark,151,208
3375,CDOTA_Unit_Hero_Abaddon,168,181
3375,CDOTA_Unit_Hero_Bloodseeker,301,150
3375,CDOTA_Unit_Hero_Morphling,437,93
3375,CDOTA_Unit_Hero_Rubick,335,337
3375,CDOTA_Unit_Hero_Ursa,283,155
3380,CDOTA_Unit_Hero_Necrolyte,232,110
3380,CDOTA_Unit_Hero_Earthshaker,399,2
3380,CDOTA_Unit_Hero_Dazzle,132,264
3380,CDOTA_Unit_Hero_Kunkka,204,237
3380,CDOTA_Unit_Hero_Slark,151,208
3380,CDOTA_Unit_Hero_Abaddon,166,185
3380,CDOTA_Unit_Hero_Bloodseeker,510,23
3380,CDOTA_Unit_Hero_Morphling,510,0
3380,CDOTA_Unit_Hero_Rubick,332,333
3380,CDOTA_Unit_Hero_Ursa,283,155
3385,CDOTA_Unit_Hero_Necrolyte,232,110
3385,CDOTA_Unit_Hero_Earthshaker,317,154
3385,CDOTA_Unit_Hero_Dazzle,254,178
3385,CDOTA_Unit_Hero_Kunkka,203,251
3385,CDOTA_Unit_Hero_Slark,151,208
3385,CDOTA_Unit_Hero_Abaddon,163,187
3385,CDOTA_Unit_Hero_Bloodseeker,478,54
3385,CDOTA_Unit_Hero_Morphling,466,71
3385,CDOTA_Unit_Hero_Rubick,299,321
3385,CDOTA_Unit_Hero_Ursa,283,155
3390,CDOTA_Unit_Hero_Necrolyte,232,110
3390,CDOTA_Unit_Hero_Earthshaker,311,175
3390,CDOTA_Unit_Hero_Dazzle,274,156
3390,CDOTA_Unit_Hero_Kunkka,369,383
3390,CDOTA_Unit_Hero_Slark,151,208
3390,CDOTA_Unit_Hero_Abaddon,149,177
3390,CDOTA_Unit_Hero_Bloodseeker,461,57
3390,CDOTA_Unit_Hero_Morphling,452,83
3390,CDOTA_Unit_Hero_Rubick,290,310
3390,CDOTA_Unit_Hero_Ursa,283,155
3395,CDOTA_Unit_Hero_Necrolyte,232,110
3395,CDOTA_Unit_Hero_Earthshaker,311,174
3395,CDOTA_Unit_Hero_Dazzle,338,115
3395,CDOTA_Unit_Hero_Kunkka,429,370
3395,CDOTA_Unit_Hero_Slark,151,208
3395,CDOTA_Unit_Hero_Abaddon,134,171
3395,CDOTA_Unit_Hero_Bloodseeker,411,91
3395,CDOTA_Unit_Hero_Morphling,452,83
3395,CDOTA_Unit_Hero_Rubick,261,383
3395,CDOTA_Unit_Hero_Ursa,283,155
3400,CDOTA_Unit_Hero_Necrolyte,232,110
3400,CDOTA_Unit_Hero_Earthshaker,325,13
3400,CDOTA_Unit_Hero_Dazzle,378,103
3400,CDOTA_Unit_Hero_Kunkka,424,374
3400,CDOTA_Unit_Hero_Slark,151,208
3400,CDOTA_Unit_Hero_Abaddon,125,172
3400,CDOTA_Unit_Hero_Bloodseeker,396,102
3400,CDOTA_Unit_Hero_Morphling,426,113
3400,CDOTA_Unit_Hero_Rubick,222,276
3400,CDOTA_Unit_Hero_Ursa,293,151
3405,CDOTA_Unit_Hero_Necrolyte,232,110
3405,CDOTA_Unit_Hero_Earthshaker,324,0
3405,CDOTA_Unit_Hero_Dazzle,378,103
3405,CDOTA_Unit_Hero_Kunkka,432,376
3405,CDOTA_Unit_Hero_Slark,151,208
3405,CDOTA_Unit_Hero_Abaddon,89,187
3405,CDOTA_Unit_Hero_Bloodseeker,397,90
3405,CDOTA_Unit_Hero_Morphling,510,0
3405,CDOTA_Unit_Hero_Rubick,222,281
3405,CDOTA_Unit_Hero_Ursa,302,146
3410,CDOTA_Unit_Hero_Necrolyte,232,110
3410,CDOTA_Unit_Hero_Earthshaker,302,138
3410,CDOTA_Unit_Hero_Dazzle,420,42
3410,CDOTA_Unit_Hero_Kunkka,364,318
3410,CDOTA_Unit_Hero_Slark,151,208
3410,CDOTA_Unit_Hero_Abaddon,66,181
3410,CDOTA_Unit_Hero_Bloodseeker,393,76
3410,CDOTA_Unit_Hero_Morphling,461,75
3410,CDOTA_Unit_Hero_Rubick,222,281
3410,CDOTA_Unit_Hero_Ursa,286,147
3415,CDOTA_Unit_Hero_Necrolyte,232,110
3415,CDOTA_Unit_Hero_Earthshaker,301,150
3415,CDOTA_Unit_Hero_Dazzle,423,50
3415,CDOTA_Unit_Hero_Kunkka,389,347
3415,CDOTA_Unit_Hero_Slark,151,208
3415,CDOTA_Unit_Hero_Abaddon,0,263
3415,CDOTA_Unit_Hero_Bloodseeker,393,76
3415,CDOTA_Unit_Hero_Morphling,458,78
3415,CDOTA_Unit_Hero_Rubick,222,281
3415,CDOTA_Unit_Hero_Ursa,286,147
3420,CDOTA_Unit_Hero_Necrolyte,232,110
3420,CDOTA_Unit_Hero_Earthshaker,307,154
3420,CDOTA_Unit_Hero_Dazzle,410,99
3420,CDOTA_Unit_Hero_Kunkka,411,368
3420,CDOTA_Unit_Hero_Slark,151,208
3420,CDOTA_Unit_Hero_Abaddon,44,233
3420,CDOTA_Unit_Hero_Bloodseeker,354,82
3420,CDOTA_Unit_Hero_Morphling,508,3
3420,CDOTA_Unit_Hero_Rubick,222,281
3420,CDOTA_Unit_Hero_Ursa,297,148
3425,CDOTA_Unit_Hero_Necrolyte,232,110
3425,CDOTA_Unit_Hero_Earthshaker,309,154
3425,CDOTA_Unit_Hero_Dazzle,506,35
3425,CDOTA_Unit_Hero_Kunkka,420,370
3425,CDOTA_Unit_Hero_Slark,104,216
3425,CDOTA_Unit_Hero_Abaddon,141,180
3425,CDOTA_Unit_Hero_Bloodseeker,353,81
3425,CDOTA_Unit_Hero_Morphling,457,69
3425,CDOTA_Unit_Hero_Rubick,222,281
3425,CDOTA_Unit_Hero_Ursa,327,142
3430,CDOTA_Unit_Hero_Necrolyte,232,110
3430,CDOTA_Unit_Hero_Earthshaker,309,154
3430,CDOTA_Unit_Hero_Dazzle,484,64
3430,CDOTA_Unit_Hero_Kunkka,440,374
3430,CDOTA_Unit_Hero_Slark,104,215
3430,CDOTA_Unit_Hero_Abaddon,153,190
3430,CDOTA_Unit_Hero_Bloodseeker,354,81
3430,CDOTA_Unit_Hero_Morphling,373,324
3430,CDOTA_Unit_Hero_Rubick,222,281
3430,CDOTA_Unit_Hero_Ursa,327,141
3435,CDOTA_Unit_Hero_Necrolyte,232,110
3435,CDOTA_Unit_Hero_Earthshaker,309,154
3435,CDOTA_Unit_Hero_Dazzle,462,89
3435,CDOTA_Unit_Hero_Kunkka,451,379
3435,CDOTA_Unit_Hero_Slark,118,214
3435,CDOTA_Unit_Hero_Abaddon,166,206
3435,CDOTA_Unit_Hero_Bloodseeker,354,81
3435,CDOTA_Unit_Hero_Morphling,361,346
3435,CDOTA_Unit_Hero_Rubick,222,281
3435,CDOTA_Unit_Hero_Ursa,327,141
3440,CDOTA_Unit_Hero_Necrolyte,232,110
3440,CDOTA_Unit_Hero_Earthshaker,309,154
3440,CDOTA_Unit_Hero_Dazzle,385,79
3440,CDOTA_Unit_Hero_Kunkka,454,383
3440,CDOTA_Unit_Hero_Slark,158,215
3440,CDOTA_Unit_Hero_Abaddon,166,206
3440,CDOTA_Unit_Hero_Bloodseeker,313,82
3440,CDOTA_Unit_Hero_Morphling,338,380
3440,CDOTA_Unit_Hero_Rubick,222,281
3440,CDOTA_Unit_Hero_Ursa,327,141
3445,CDOTA_Unit_Hero_Necrolyte,270,77
3445,CDOTA_Unit_Hero_Earthshaker,309,154
3445,CDOTA_Unit_Hero_Dazzle,385,79
3445,CDOTA_Unit_Hero_Kunkka,297,264
3445,CDOTA_Unit_Hero_Slark,158,215
3445,CDOTA_Unit_Hero_Abaddon,160,209
3445,CDOTA_Unit_Hero_Bloodseeker,262,88
3445,CDOTA_Unit_Hero_Morphling,344,370
3445,CDOTA_Unit_Hero_Rubick,222,281
3445,CDOTA_Unit_Hero_Ursa,339,140
3450,CDOTA_Unit_Hero_Necrolyte,274,115
3450,CDOTA_Unit_Hero_Earthshaker,309,154
3450,CDOTA_Unit_Hero_Dazzle,510,58
3450,CDOTA_Unit_Hero_Kunkka,252,237
3450,CDOTA_Unit_Hero_Slark,158,215
3450,CDOTA_Unit_Hero_Abaddon,152,215
3450,CDOTA_Unit_Hero_Bloodseeker,365,93
3450,CDOTA_Unit_Hero_Morphling,355,360
3450,CDOTA_Unit_Hero_Rubick,222,281
3450,CDOTA_Unit_Hero_Ursa,400,119
3455,CDOTA_Unit_Hero_Necrolyte,213,383
3455,CDOTA_Unit_Hero_Earthshaker,309,154
3455,CDOTA_Unit_Hero_Dazzle,510,69
3455,CDOTA_Unit_Hero_Kunkka,206,246
3455,CDOTA_Unit_Hero_Slark,158,236
3455,CDOTA_Unit_Hero_Abaddon,110,243
3455,CDOTA_Unit_Hero_Bloodseeker,385,75
3455,CDOTA_Unit_Hero_Morphling,355,360
3455,CDOTA_Unit_Hero_Rubick,0,383
3455,CDOTA_Unit_Hero_Ursa,399,109
3460,CDOTA_Unit_Hero_Necrolyte,510,322
3460,CDOTA_Unit_Hero_Earthshaker,309,154
3460,CDOTA_Unit_Hero_Dazzle,510,93
3460,CDOTA_Unit_Hero_Kunkka,206,251
3460,CDOTA_Unit_Hero_Slark,103,248
3460,CDOTA_Unit_Hero_Abaddon,5,374
3460,CDOTA_Unit_Hero_Bloodseeker,410,72
3460,CDOTA_Unit_Hero_Morphling,510,0
3460,CDOTA_Unit_Hero_Rubick,0,383
3460,CDOTA_Unit_Hero_Ursa,375,92
3465,CDOTA_Unit_Hero_Necrolyte,430,0
3465,CDOTA_Unit_Hero_Earthshaker,309,154
3465,CDOTA_Unit_Hero_Dazzle,510,96
3465,CDOTA_Unit_Hero_Kunkka,207,245
3465,CDOTA_Unit_Hero_Slark,97,256
3465,CDOTA_Unit_Hero_Abaddon,78,276
3465,CDOTA_Unit_Hero_Bloodseeker,424,71
3465,CDOTA_Unit_Hero_Morphling,476,16
3465,CDOTA_Unit_Hero_Rubick,0,383
3465,CDOTA_Unit_Hero_Ursa,358,86
3470,CDOTA_Unit_Hero_Necrolyte,0,0
3470,CDOTA_Unit_Hero_Earthshaker,309,154
3470,CDOTA_Unit_Hero_Dazzle,510,96
3470,CDOTA_Unit_Hero_Kunkka,207,245
3470,CDOTA_Unit_Hero_Slark,100,255
3470,CDOTA_Unit_Hero_Abaddon,136,215
3470,CDOTA_Unit_Hero_Bloodseeker,427,70
3470,CDOTA_Unit_Hero_Morphling,379,349
3470,CDOTA_Unit_Hero_Rubick,0,383
3470,CDOTA_Unit_Hero_Ursa,356,85
3475,CDOTA_Unit_Hero_Necrolyte,1,374
3475,CDOTA_Unit_Hero_Earthshaker,309,154
3475,CDOTA_Unit_Hero_Dazzle,457,123
3475,CDOTA_Unit_Hero_Kunkka,173,383
3475,CDOTA_Unit_Hero_Slark,100,248
3475,CDOTA_Unit_Hero_Abaddon,136,215
3475,CDOTA_Unit_Hero_Bloodseeker,433,68
3475,CDOTA_Unit_Hero_Morphling,370,352
3475,CDOTA_Unit_Hero_Rubick,0,383
3475,CDOTA_Unit_Hero_Ursa,358,86
3480,CDOTA_Unit_Hero_Necrolyte,510,0
3480,CDOTA_Unit_Hero_Earthshaker,309,154
3480,CDOTA_Unit_Hero_Dazzle,455,125
3480,CDOTA_Unit_Hero_Kunkka,101,350
3480,CDOTA_Unit_Hero_Slark,100,248
3480,CDOTA_Unit_Hero_Abaddon,0,383
3480,CDOTA_Unit_Hero_Bloodseeker,433,68
3480,CDOTA_Unit_Hero_Morphling,362,346
3480,CDOTA_Unit_Hero_Rubick,0,383
3480,CDOTA_Unit_Hero_Ursa,359,87
3485,CDOTA_Unit_Hero_Necrolyte,374,118
3485,CDOTA_Unit_Hero_Earthshaker,309,154
3485,CDOTA_Unit_Hero_Dazzle,474,130
3485,CDOTA_Unit_Hero_Kunkka,77,364
3485,CDOTA_Unit_Hero_Slark,179,289
3485,CDOTA_Unit_Hero_Abaddon,46,316
3485,CDOTA_Unit_Hero_Bloodseeker,290,112
3485,CDOTA_Unit_Hero_Morphling,344,357
3485,CDOTA_Unit_Hero_Rubick,0,383
3485,CDOTA_Unit_Hero_Ursa,375,85
3490,CDOTA_Unit_Hero_Necrolyte,468,111
3490,CDOTA_Unit_Hero_Earthshaker,309,154
3490,CDOTA_Unit_Hero_Dazzle,482,133
3490,CDOTA_Unit_Hero_Kunkka,41,370
3490,CDOTA_Unit_Hero_Slark,179,291
3490,CDOTA_Unit_Hero_Abaddon,137,209
3490,CDOTA_Unit_Hero_Bloodseeker,97,127
3490,CDOTA_Unit_Hero_Morphling,421,152
3490,CDOTA_Unit_Hero_Rubick,0,383
3490,CDOTA_Unit_Hero_Ursa,378,85
3495,CDOTA_Unit_Hero_Necrolyte,460,284
3495,CDOTA_Unit_Hero_Earthshaker,309,154
3495,CDOTA_Unit_Hero_Dazzle,483,134
3495,CDOTA_Unit_Hero_Kunkka,53,355
3495,CDOTA_Unit_Hero_Slark,188,291
3495,CDOTA_Unit_Hero_Abaddon,143,205
3495,CDOTA_Unit_Hero_Bloodseeker,92,168
3495,CDOTA_Unit_Hero_Morphling,510,0
3495,CDOTA_Unit_Hero_Rubick,0,383
3495,CDOTA_Unit_Hero_Ursa,378,85
3500,CDOTA_Unit_Hero_Necrolyte,355,267
3500,CDOTA_Unit_Hero_Earthshaker,309,154
3500,CDOTA_Unit_Hero_Dazzle,485,134
3500,CDOTA_Unit_Hero_Kunkka,55,352
3500,CDOTA_Unit_Hero_Slark,192,290
3500,CDOTA_Unit_Hero_Abaddon,139,210
3500,CDOTA_Unit_Hero_Bloodseeker,91,187
3500,CDOTA_Unit_Hero_Morphling,315,310
3500,CDOTA_Unit_Hero_Rubick,0,383
3500,CDOTA_Unit_Hero_Ursa,378,85
3505,CDOTA_Unit_Hero_Necrolyte,0,381
3505,CDOTA_Unit_Hero_Earthshaker,309,154
3505,CDOTA_Unit_Hero_Dazzle,485,134
3505,CDOTA_Unit_Hero_Kunkka,125,302
3505,CDOTA_Unit_Hero_Slark,192,290
3505,CDOTA_Unit_Hero_Abaddon,0,374
3505,CDOTA_Unit_Hero_Bloodseeker,137,178
3505,CDOTA_Unit_Hero_Morphling,327,334
3505,CDOTA_Unit_Hero_Rubick,0,383
3505,CDOTA_Unit_Hero_Ursa,378,85
3510,CDOTA_Unit_Hero_Necrolyte,214,0
3510,CDOTA_Unit_Hero_Earthshaker,309,154
3510,CDOTA_Unit_Hero_Dazzle,485,134
3510,CDOTA_Unit_Hero_Kunkka,262,248
3510,CDOTA_Unit_Hero_Slark,158,291
3510,CDOTA_Unit_Hero_Abaddon,33,334
3510,CDOTA_Unit_Hero_Bloodseeker,416,46
3510,CDOTA_Unit_Hero_Morphling,343,366
3510,CDOTA_Unit_Hero_Rubick,0,383
3510,CDOTA_Unit_Hero_Ursa,378,91
3515,CDOTA_Unit_Hero_Necrolyte,304,233
3515,CDOTA_Unit_Hero_Earthshaker,309,154
3515,CDOTA_Unit_Hero_Dazzle,485,134
3515,CDOTA_Unit_Hero_Kunkka,252,260
3515,CDOTA_Unit_Hero_Slark,0,300
3515,CDOTA_Unit_Hero_Abaddon,137,251
3515,CDOTA_Unit_Hero_Bloodseeker,450,45
3515,CDOTA_Unit_Hero_Morphling,343,351
3515,CDOTA_Unit_Hero_Rubick,0,383
3515,CDOTA_Unit_Hero_Ursa,492,152
3520,CDOTA_Unit_Hero_Necrolyte,364,350
3520,CDOTA_Unit_Hero_Earthshaker,309,154
3520,CDOTA_Unit_Hero_Dazzle,485,134
3520,CDOTA_Unit_Hero_Kunkka,253,281
3520,CDOTA_Unit_Hero_Slark,5,297
3520,CDOTA_Unit_Hero_Abaddon,158,240
3520,CDOTA_Unit_Hero_Bloodseeker,458,80
3520,CDOTA_Unit_Hero_Morphling,345,347
3520,CDOTA_Unit_Hero_Rubick,0,383
3520,CDOTA_Unit_Hero_Ursa,474,138
3525,CDOTA_Unit_Hero_Necrolyte,510,0
3525,CDOTA_Unit_Hero_Earthshaker,309,154
3525,CDOTA_Unit_Hero_Dazzle,485,134
3525,CDOTA_Unit_Hero_Kunkka,510,383
3525,CDOTA_Unit_Hero_Slark,7,304
3525,CDOTA_Unit_Hero_Abaddon,125,280
3525,CDOTA_Unit_Hero_Bloodseeker,464,108
3525,CDOTA_Unit_Hero_Morphling,370,350
3525,CDOTA_Unit_Hero_Rubick,0,383
3525,CDOTA_Unit_Hero_Ursa,458,127
3530,CDOTA_Unit_Hero_Necrolyte,0,44
3530,CDOTA_Unit_Hero_Earthshaker,309,154
3530,CDOTA_Unit_Hero_Dazzle,485,134
3530,CDOTA_Unit_Hero_Kunkka,396,304
3530,CDOTA_Unit_Hero_Slark,101,242
3530,CDOTA_Unit_Hero_Abaddon,0,383
3530,CDOTA_Unit_Hero_Bloodseeker,479,133
3530,CDOTA_Unit_Hero_Morphling,360,352
3530,CDOTA_Unit_Hero_Rubick,0,383
3530,CDOTA_Unit_Hero_Ursa,454,125
3535,CDOTA_Unit_Hero_Necrolyte,2,382
3535,CDOTA_Unit_Hero_Earthshaker,309,154
3535,CDOTA_Unit_Hero_Dazzle,500,145
3535,CDOTA_Unit_Hero_Kunkka,233,259
3535,CDOTA_Unit_Hero_Slark,190,270
3535,CDOTA_Unit_Hero_Abaddon,25,355
3535,CDOTA_Unit_Hero_Bloodseeker,482,125
3535,CDOTA_Unit_Hero_Morphling,355,355
3535,CDOTA_Unit_Hero_Rubick,0,383
3535,CDOTA_Unit_Hero_Ursa,448,125
3540,CDOTA_Unit_Hero_Necrolyte,510,0
3540,CDOTA_Unit_Hero_Earthshaker,309,154
3540,CDOTA_Unit_Hero_Dazzle,510,153
3540,CDOTA_Unit_Hero_Kunkka,178,306
3540,CDOTA_Unit_Hero_Slark,192,270
3540,CDOTA_Unit_Hero_Abaddon,138,253
3540,CDOTA_Unit_Hero_Bloodseeker,488,120
3540,CDOTA_Unit_Hero_Morphling,352,357
3540,CDOTA_Unit_Hero_Rubick,0,383
3540,CDOTA_Unit_Hero_Ursa,416,0
3545,CDOTA_Unit_Hero_Necrolyte,331,383
3545,CDOTA_Unit_Hero_Earthshaker,309,154
3545,CDOTA_Unit_Hero_Dazzle,510,153
3545,CDOTA_Unit_Hero_Kunkka,152,349
3545,CDOTA_Unit_Hero_Slark,190,269
3545,CDOTA_Unit_Hero_Abaddon,159,231
3545,CDOTA_Unit_Hero_Bloodseeker,488,125
3545,CDOTA_Unit_Hero_Morphling,442,0
3545,CDOTA_Unit_Hero_Rubick,0,383
3545,CDOTA_Unit_Hero_Ursa,380,61
3550,CDOTA_Unit_Hero_Necrolyte,263,375
3550,CDOTA_Unit_Hero_Earthshaker,309,154
3550,CDOTA_Unit_Hero_Dazzle,488,155
3550,CDOTA_Unit_Hero_Kunkka,159,352
3550,CDOTA_Unit_Hero_Slark,191,269
3550,CDOTA_Unit_Hero_Abaddon,159,231
3550,CDOTA_Unit_Hero_Bloodseeker,488,126
3550,CDOTA_Unit_Hero_Morphling,510,0
3550,CDOTA_Unit_Hero_Rubick,0,383
3550,CDOTA_Unit_Hero_Ursa,383,82
3555,CDOTA_Unit_Hero_Necrolyte,391,189
3555,CDOTA_Unit_Hero_Earthshaker,309,148
3555,CDOTA_Unit_Hero_Dazzle,458,155
3555,CDOTA_Unit_Hero_Kunkka,161,352
3555,CDOTA_Unit_Hero_Slark,304,239
3555,CDOTA_Unit_Hero_Abaddon,159,231
3555,CDOTA_Unit_Hero_Bloodseeker,485,109
3555,CDOTA_Unit_Hero_Morphling,510,0
3555,CDOTA_Unit_Hero_Rubick,0,383
3555,CDOTA_Unit_Hero_Ursa,377,89
3560,CDOTA_Unit_Hero_Necrolyte,358,180
3560,CDOTA_Unit_Hero_Earthshaker,385,0
3560,CDOTA_Unit_Hero_Dazzle,457,155
3560,CDOTA_Unit_Hero_Kunkka,161,352
3560,CDOTA_Unit_Hero_Slark,309,232
3560,CDOTA_Unit_Hero_Abaddon,159,231
3560,CDOTA_Unit_Hero_Bloodseeker,478,66
3560,CDOTA_Unit_Hero_Morphling,510,0
3560,CDOTA_Unit_Hero_Rubick,0,383
3560,CDOTA_Unit_Hero_Ursa,370,95
3565,CDOTA_Unit_Hero_Necrolyte,316,150
3565,CDOTA_Unit_Hero_Earthshaker,417,0
3565,CDOTA_Unit_Hero_Dazzle,467,158
3565,CDOTA_Unit_Hero_Kunkka,161,352
3565,CDOTA_Unit_Hero_Slark,283,233
3565,CDOTA_Unit_Hero_Abaddon,159,231
3565,CDOTA_Unit_Hero_Bloodseeker,467,69
3565,CDOTA_Unit_Hero_Morphling,510,0
3565,CDOTA_Unit_Hero_Rubick,0,383
3565,CDOTA_Unit_Hero_Ursa,368,98
3570,CDOTA_Unit_Hero_Necrolyte,311,144
3570,CDOTA_Unit_Hero_Earthshaker,411,0
3570,CDOTA_Unit_Hero_Dazzle,364,279
3570,CDOTA_Unit_Hero_Kunkka,161,352
3570,CDOTA_Unit_Hero_Slark,275,237
3570,CDOTA_Unit_Hero_Abaddon,159,231
3570,CDOTA_Unit_Hero_Bloodseeker,467,69
3570,CDOTA_Unit_Hero_Morphling,510,0
3570,CDOTA_Unit_Hero_Rubick,0,383
3570,CDOTA_Unit_Hero_Ursa,367,154
3575,CDOTA_Unit_Hero_Necrolyte,311,144
3575,CDOTA_Unit_Hero_Earthshaker,398,15
3575,CDOTA_Unit_Hero_Dazzle,311,346
3575,CDOTA_Unit_Hero_Kunkka,161,352
3575,CDOTA_Unit_Hero_Slark,271,315
3575,CDOTA_Unit_Hero_Abaddon,121,272
3575,CDOTA_Unit_Hero_Bloodseeker,343,81
3575,CDOTA_Unit_Hero_Morphling,401,257
3575,CDOTA_Unit_Hero_Rubick,0,383
3575,CDOTA_Unit_Hero_Ursa,338,294
3580,CDOTA_Unit_Hero_Necrolyte,308,146
3580,CDOTA_Unit_Hero_Earthshaker,342,122
3580,CDOTA_Unit_Hero_Dazzle,311,346
3580,CDOTA_Unit_Hero_Kunkka,161,352
3580,CDOTA_Unit_Hero_Slark,270,321
