Tick,Hero,X,Y
5090,CDOTA_Unit_Hero_Lion,196,184
5090,CDOTA_Unit_Hero_Puck,114,326
5090,CDOTA_Unit_Hero_Pudge,189,276
5090,CDOTA_Unit_Hero_Abaddon,315,197
5090,CDOTA_Unit_Hero_Shredder,162,224
5090,CDOTA_Unit_Hero_VengefulSpirit,324,189
5090,CDOTA_Unit_Hero_Kunkka,35,337
5090,CDOTA_Unit_Hero_MonkeyKing,254,261
5095,CDOTA_Unit_Hero_KeeperOfTheLight,51,350
5095,CDOTA_Unit_Hero_Ursa,278,51
5095,CDOTA_Unit_Hero_Lion,188,192
5095,CDOTA_Unit_Hero_Puck,114,326
5095,CDOTA_Unit_Hero_Pudge,315,115
5095,CDOTA_Unit_Hero_Abaddon,305,202
5095,CDOTA_Unit_Hero_Shredder,164,225
5095,CDOTA_Unit_Hero_VengefulSpirit,324,189
5095,CDOTA_Unit_Hero_Kunkka,34,340
5095,CDOTA_Unit_Hero_MonkeyKing,156,238
5100,CDOTA_Unit_Hero_KeeperOfTheLight,49,359
5100,CDOTA_Unit_Hero_Ursa,278,51
5100,CDOTA_Unit_Hero_Lion,188,192
5100,CDOTA_Unit_Hero_Puck,114,326
5100,CDOTA_Unit_Hero_Pudge,294,129
5100,CDOTA_Unit_Hero_Abaddon,304,201
5100,CDOTA_Unit_Hero_Shredder,215,263
5100,CDOTA_Unit_Hero_VengefulSpirit,324,189
5100,CDOTA_Unit_Hero_Kunkka,34,340
5100,CDOTA_Unit_Hero_MonkeyKing,145,232
5105,CDOTA_Unit_Hero_KeeperOfTheLight,48,361
5105,CDOTA_Unit_Hero_Ursa,278,51
5105,CDOTA_Unit_Hero_Lion,188,192
5105,CDOTA_Unit_Hero_Puck,114,326
5105,CDOTA_Unit_Hero_Pudge,507,0
5105,CDOTA_Unit_Hero_Abaddon,308,197
5105,CDOTA_Unit_Hero_Shredder,238,270
5105,CDOTA_Unit_Hero_VengefulSpirit,324,189
5105,CDOTA_Unit_Hero_Kunkka,34,337
5105,CDOTA_Unit_Hero_MonkeyKing,422,253
5110,CDOTA_Unit_Hero_KeeperOfTheLight,48,361
5110,CDOTA_Unit_Hero_Ursa,278,51
5110,CDOTA_Unit_Hero_Lion,186,186
5110,CDOTA_Unit_Hero_Puck,114,326
5110,CDOTA_Unit_Hero_Pudge,423,34
5110,CDOTA_Unit_Hero_Abaddon,324,186
5110,CDOTA_Unit_Hero_Shredder,238,270
5110,CDOTA_Unit_Hero_VengefulSpirit,324,189
5110,CDOTA_Unit_Hero_Kunkka,0,383
5110,CDOTA_Unit_Hero_MonkeyKing,393,254
5115,CDOTA_Unit_Hero_KeeperOfTheLight,55,356
5115,CDOTA_Unit_Hero_Ursa,278,51
5115,CDOTA_Unit_Hero_Lion,186,186
5115,CDOTA_Unit_Hero_Puck,114,326
5115,CDOTA_Unit_Hero_Pudge,395,52
5115,CDOTA_Unit_Hero_Abaddon,345,177
5115,CDOTA_Unit_Hero_Shredder,216,282
5115,CDOTA_Unit_Hero_VengefulSpirit,324,189
5115,CDOTA_Unit_Hero_Kunkka,31,337
5115,CDOTA_Unit_Hero_MonkeyKing,342,263
5120,CDOTA_Unit_Hero_KeeperOfTheLight,56,356
5120,CDOTA_Unit_Hero_Ursa,278,51
5120,CDOTA_Unit_Hero_Lion,186,185
5120,CDOTA_Unit_Hero_Puck,114,326
5120,CDOTA_Unit_Hero_Pudge,395,52
5120,CDOTA_Unit_Hero_Abaddon,345,177
5120,CDOTA_Unit_Hero_Shredder,216,282
5120,CDOTA_Unit_Hero_VengefulSpirit,324,189
5120,CDOTA_Unit_Hero_Kunkka,0,383
5120,CDOTA_Unit_Hero_MonkeyKing,341,267
5125,CDOTA_Unit_Hero_KeeperOfTheLight,56,356
5125,CDOTA_Unit_Hero_Ursa,278,51
5125,CDOTA_Unit_Hero_Lion,186,181
5125,CDOTA_Unit_Hero_Puck,114,326
5125,CDOTA_Unit_Hero_Pudge,446,0
5125,CDOTA_Unit_Hero_Abaddon,345,177
5125,CDOTA_Unit_Hero_Shredder,216,282
5125,CDOTA_Unit_Hero_VengefulSpirit,324,189
5125,CDOTA_Unit_Hero_Kunkka,0,383
5125,CDOTA_Unit_Hero_MonkeyKing,510,265
5130,CDOTA_Unit_Hero_KeeperOfTheLight,56,356
5130,CDOTA_Unit_Hero_Ursa,278,51
5130,CDOTA_Unit_Hero_Lion,186,181
5130,CDOTA_Unit_Hero_Puck,114,326
5130,CDOTA_Unit_Hero_Pudge,410,25
5130,CDOTA_Unit_Hero_Abaddon,370,159
5130,CDOTA_Unit_Hero_Shredder,216,282
5130,CDOTA_Unit_Hero_VengefulSpirit,324,189
5130,CDOTA_Unit_Hero_Kunkka,0,371
5130,CDOTA_Unit_Hero_MonkeyKing,398,264
5135,CDOTA_Unit_Hero_KeeperOfTheLight,121,299
5135,CDOTA_Unit_Hero_Ursa,278,51
5135,CDOTA_Unit_Hero_Lion,186,181
5135,CDOTA_Unit_Hero_Puck,114,326
5135,CDOTA_Unit_Hero_Pudge,345,73
5135,CDOTA_Unit_Hero_Abaddon,455,97
5135,CDOTA_Unit_Hero_Shredder,216,282
5135,CDOTA_Unit_Hero_VengefulSpirit,324,189
5135,CDOTA_Unit_Hero_Kunkka,0,344
5135,CDOTA_Unit_Hero_MonkeyKing,375,244
5140,CDOTA_Unit_Hero_KeeperOfTheLight,202,263
5140,CDOTA_Unit_Hero_Ursa,278,51
5140,CDOTA_Unit_Hero_Lion,186,181
5140,CDOTA_Unit_Hero_Puck,114,326
5140,CDOTA_Unit_Hero_Pudge,341,76
5140,CDOTA_Unit_Hero_Abaddon,510,24
5140,CDOTA_Unit_Hero_Shredder,216,282
5140,CDOTA_Unit_Hero_VengefulSpirit,324,189
5140,CDOTA_Unit_Hero_Kunkka,0,314
5140,CDOTA_Unit_Hero_MonkeyKing,329,244
5145,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5145,CDOTA_Unit_Hero_Ursa,278,51
5145,CDOTA_Unit_Hero_Lion,176,165
5145,CDOTA_Unit_Hero_Puck,114,326
5145,CDOTA_Unit_Hero_Pudge,340,77
5145,CDOTA_Unit_Hero_Abaddon,446,128
5145,CDOTA_Unit_Hero_Shredder,210,275
5145,CDOTA_Unit_Hero_VengefulSpirit,324,189
5145,CDOTA_Unit_Hero_Kunkka,62,256
5145,CDOTA_Unit_Hero_MonkeyKing,352,248
5150,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5150,CDOTA_Unit_Hero_Ursa,278,51
5150,CDOTA_Unit_Hero_Lion,177,161
5150,CDOTA_Unit_Hero_Puck,114,326
5150,CDOTA_Unit_Hero_Pudge,340,77
5150,CDOTA_Unit_Hero_Abaddon,403,144
5150,CDOTA_Unit_Hero_Shredder,206,271
5150,CDOTA_Unit_Hero_VengefulSpirit,324,189
5150,CDOTA_Unit_Hero_Kunkka,144,193
5150,CDOTA_Unit_Hero_MonkeyKing,336,235
5155,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5155,CDOTA_Unit_Hero_Ursa,278,51
5155,CDOTA_Unit_Hero_Lion,177,161
5155,CDOTA_Unit_Hero_Puck,114,326
5155,CDOTA_Unit_Hero_Pudge,340,77
5155,CDOTA_Unit_Hero_Abaddon,403,144
5155,CDOTA_Unit_Hero_Shredder,193,253
5155,CDOTA_Unit_Hero_VengefulSpirit,324,189
5155,CDOTA_Unit_Hero_Kunkka,172,115
5155,CDOTA_Unit_Hero_MonkeyKing,338,226
5160,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5160,CDOTA_Unit_Hero_Ursa,278,51
5160,CDOTA_Unit_Hero_Lion,177,163
5160,CDOTA_Unit_Hero_Puck,114,326
5160,CDOTA_Unit_Hero_Pudge,340,77
5160,CDOTA_Unit_Hero_Abaddon,403,144
5160,CDOTA_Unit_Hero_Shredder,224,212
5160,CDOTA_Unit_Hero_VengefulSpirit,324,189
5160,CDOTA_Unit_Hero_Kunkka,180,105
5160,CDOTA_Unit_Hero_MonkeyKing,338,222
5165,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5165,CDOTA_Unit_Hero_Ursa,278,51
5165,CDOTA_Unit_Hero_Lion,169,176
5165,CDOTA_Unit_Hero_Puck,114,326
5165,CDOTA_Unit_Hero_Pudge,340,77
5165,CDOTA_Unit_Hero_Abaddon,406,137
5165,CDOTA_Unit_Hero_Shredder,299,167
5165,CDOTA_Unit_Hero_VengefulSpirit,324,189
5165,CDOTA_Unit_Hero_Kunkka,164,111
5165,CDOTA_Unit_Hero_MonkeyKing,289,220
5170,CDOTA_Unit_Hero_KeeperOfTheLight,219,255
5170,CDOTA_Unit_Hero_Ursa,278,51
5170,CDOTA_Unit_Hero_Lion,167,178
5170,CDOTA_Unit_Hero_Puck,114,326
5170,CDOTA_Unit_Hero_Pudge,456,0
5170,CDOTA_Unit_Hero_Abaddon,467,89
5170,CDOTA_Unit_Hero_Shredder,323,147
5170,CDOTA_Unit_Hero_VengefulSpirit,343,185
5170,CDOTA_Unit_Hero_Kunkka,164,111
5170,CDOTA_Unit_Hero_MonkeyKing,52,172
5175,CDOTA_Unit_Hero_KeeperOfTheLight,217,255
5175,CDOTA_Unit_Hero_Ursa,278,51
5175,CDOTA_Unit_Hero_Lion,163,173
5175,CDOTA_Unit_Hero_Puck,114,326
5175,CDOTA_Unit_Hero_Pudge,393,42
5175,CDOTA_Unit_Hero_Abaddon,501,51
5175,CDOTA_Unit_Hero_Shredder,348,128
5175,CDOTA_Unit_Hero_VengefulSpirit,336,159
5175,CDOTA_Unit_Hero_Kunkka,164,111
5175,CDOTA_Unit_Hero_MonkeyKing,11,134
5180,CDOTA_Unit_Hero_KeeperOfTheLight,217,255
5180,CDOTA_Unit_Hero_Ursa,278,51
5180,CDOTA_Unit_Hero_Lion,166,169
5180,CDOTA_Unit_Hero_Puck,114,326
5180,CDOTA_Unit_Hero_Pudge,373,52
5180,CDOTA_Unit_Hero_Abaddon,445,82
5180,CDOTA_Unit_Hero_Shredder,348,128
5180,CDOTA_Unit_Hero_VengefulSpirit,329,167
5180,CDOTA_Unit_Hero_Kunkka,164,111
5180,CDOTA_Unit_Hero_MonkeyKing,36,119
5185,CDOTA_Unit_Hero_KeeperOfTheLight,216,256
5185,CDOTA_Unit_Hero_Ursa,278,51
5185,CDOTA_Unit_Hero_Lion,187,162
5185,CDOTA_Unit_Hero_Puck,114,326
5185,CDOTA_Unit_Hero_Pudge,373,55
5185,CDOTA_Unit_Hero_Abaddon,413,92
5185,CDOTA_Unit_Hero_Shredder,305,155
5185,CDOTA_Unit_Hero_VengefulSpirit,316,164
5185,CDOTA_Unit_Hero_Kunkka,164,111
5185,CDOTA_Unit_Hero_MonkeyKing,44,41
5190,CDOTA_Unit_Hero_KeeperOfTheLight,216,256
5190,CDOTA_Unit_Hero_Ursa,278,51
5190,CDOTA_Unit_Hero_Lion,199,163
5190,CDOTA_Unit_Hero_Puck,114,326
5190,CDOTA_Unit_Hero_Pudge,369,56
5190,CDOTA_Unit_Hero_Abaddon,405,93
5190,CDOTA_Unit_Hero_Shredder,278,174
5190,CDOTA_Unit_Hero_VengefulSpirit,340,147
5190,CDOTA_Unit_Hero_Kunkka,164,111
5190,CDOTA_Unit_Hero_MonkeyKing,26,28
5195,CDOTA_Unit_Hero_KeeperOfTheLight,216,256
5195,CDOTA_Unit_Hero_Ursa,278,51
5195,CDOTA_Unit_Hero_Lion,210,161
5195,CDOTA_Unit_Hero_Puck,114,326
5195,CDOTA_Unit_Hero_Pudge,369,56
5195,CDOTA_Unit_Hero_Abaddon,420,66
5195,CDOTA_Unit_Hero_Shredder,218,249
5195,CDOTA_Unit_Hero_VengefulSpirit,315,131
5195,CDOTA_Unit_Hero_Kunkka,164,111
5195,CDOTA_Unit_Hero_MonkeyKing,25,12
5200,CDOTA_Unit_Hero_KeeperOfTheLight,216,255
5200,CDOTA_Unit_Hero_Ursa,278,51
5200,CDOTA_Unit_Hero_Lion,215,161
5200,CDOTA_Unit_Hero_Puck,114,326
5200,CDOTA_Unit_Hero_Pudge,366,60
5200,CDOTA_Unit_Hero_Abaddon,495,0
5200,CDOTA_Unit_Hero_Shredder,234,270
5200,CDOTA_Unit_Hero_VengefulSpirit,315,131
5200,CDOTA_Unit_Hero_Kunkka,164,111
5200,CDOTA_Unit_Hero_MonkeyKing,25,12
5205,CDOTA_Unit_Hero_KeeperOfTheLight,232,247
5205,CDOTA_Unit_Hero_Ursa,510,0
5205,CDOTA_Unit_Hero_Lion,227,156
5205,CDOTA_Unit_Hero_Puck,114,326
5205,CDOTA_Unit_Hero_Pudge,365,58
5205,CDOTA_Unit_Hero_Abaddon,484,32
5205,CDOTA_Unit_Hero_Shredder,242,276
5205,CDOTA_Unit_Hero_VengefulSpirit,315,130
5205,CDOTA_Unit_Hero_Kunkka,164,111
5205,CDOTA_Unit_Hero_MonkeyKing,25,12
5210,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5210,CDOTA_Unit_Hero_Ursa,442,113
5210,CDOTA_Unit_Hero_Lion,211,156
5210,CDOTA_Unit_Hero_Puck,114,326
5210,CDOTA_Unit_Hero_Pudge,365,58
5210,CDOTA_Unit_Hero_Abaddon,359,98
5210,CDOTA_Unit_Hero_Shredder,242,276
5210,CDOTA_Unit_Hero_VengefulSpirit,315,129
5210,CDOTA_Unit_Hero_Kunkka,164,111
5210,CDOTA_Unit_Hero_MonkeyKing,173,110
5215,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5215,CDOTA_Unit_Hero_Ursa,376,248
5215,CDOTA_Unit_Hero_Lion,167,158
5215,CDOTA_Unit_Hero_Puck,114,326
5215,CDOTA_Unit_Hero_Pudge,365,58
5215,CDOTA_Unit_Hero_Abaddon,340,103
5215,CDOTA_Unit_Hero_Shredder,204,278
5215,CDOTA_Unit_Hero_VengefulSpirit,306,143
5215,CDOTA_Unit_Hero_Kunkka,164,111
5215,CDOTA_Unit_Hero_MonkeyKing,183,107
5220,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5220,CDOTA_Unit_Hero_Ursa,432,383
5220,CDOTA_Unit_Hero_Lion,159,159
5220,CDOTA_Unit_Hero_Puck,114,326
5220,CDOTA_Unit_Hero_Pudge,359,70
5220,CDOTA_Unit_Hero_Abaddon,340,103
5220,CDOTA_Unit_Hero_Shredder,203,278
5220,CDOTA_Unit_Hero_VengefulSpirit,285,179
5220,CDOTA_Unit_Hero_Kunkka,164,111
5220,CDOTA_Unit_Hero_MonkeyKing,199,111
5225,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5225,CDOTA_Unit_Hero_Ursa,351,222
5225,CDOTA_Unit_Hero_Lion,156,159
5225,CDOTA_Unit_Hero_Puck,114,326
5225,CDOTA_Unit_Hero_Pudge,353,147
5225,CDOTA_Unit_Hero_Abaddon,341,102
5225,CDOTA_Unit_Hero_Shredder,246,277
5225,CDOTA_Unit_Hero_VengefulSpirit,282,180
5225,CDOTA_Unit_Hero_Kunkka,164,111
5225,CDOTA_Unit_Hero_MonkeyKing,173,112
5230,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5230,CDOTA_Unit_Hero_Ursa,299,204
5230,CDOTA_Unit_Hero_Lion,156,159
5230,CDOTA_Unit_Hero_Puck,114,326
5230,CDOTA_Unit_Hero_Pudge,412,0
5230,CDOTA_Unit_Hero_Abaddon,462,0
5230,CDOTA_Unit_Hero_Shredder,226,278
5230,CDOTA_Unit_Hero_VengefulSpirit,283,150
5230,CDOTA_Unit_Hero_Kunkka,164,111
5230,CDOTA_Unit_Hero_MonkeyKing,162,110
5235,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5235,CDOTA_Unit_Hero_Ursa,295,204
5235,CDOTA_Unit_Hero_Lion,156,159
5235,CDOTA_Unit_Hero_Puck,114,326
5235,CDOTA_Unit_Hero_Pudge,402,29
5235,CDOTA_Unit_Hero_Abaddon,485,22
5235,CDOTA_Unit_Hero_Shredder,136,294
5235,CDOTA_Unit_Hero_VengefulSpirit,297,133
5235,CDOTA_Unit_Hero_Kunkka,164,111
5235,CDOTA_Unit_Hero_MonkeyKing,119,116
5240,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5240,CDOTA_Unit_Hero_Ursa,292,196
5240,CDOTA_Unit_Hero_Lion,156,159
5240,CDOTA_Unit_Hero_Puck,114,326
5240,CDOTA_Unit_Hero_Pudge,394,35
5240,CDOTA_Unit_Hero_Abaddon,403,108
5240,CDOTA_Unit_Hero_Shredder,90,313
5240,CDOTA_Unit_Hero_VengefulSpirit,328,134
5240,CDOTA_Unit_Hero_Kunkka,164,111
5240,CDOTA_Unit_Hero_MonkeyKing,0,138
5245,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5245,CDOTA_Unit_Hero_Ursa,294,194
5245,CDOTA_Unit_Hero_Lion,156,159
5245,CDOTA_Unit_Hero_Puck,114,326
5245,CDOTA_Unit_Hero_Pudge,510,0
5245,CDOTA_Unit_Hero_Abaddon,391,113
5245,CDOTA_Unit_Hero_Shredder,53,345
5245,CDOTA_Unit_Hero_VengefulSpirit,510,16
5245,CDOTA_Unit_Hero_Kunkka,164,111
5245,CDOTA_Unit_Hero_MonkeyKing,0,169
5250,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5250,CDOTA_Unit_Hero_Ursa,294,190
5250,CDOTA_Unit_Hero_Lion,156,159
5250,CDOTA_Unit_Hero_Puck,114,326
5250,CDOTA_Unit_Hero_Pudge,405,43
5250,CDOTA_Unit_Hero_Abaddon,356,112
5250,CDOTA_Unit_Hero_Shredder,53,349
5250,CDOTA_Unit_Hero_VengefulSpirit,444,30
5250,CDOTA_Unit_Hero_Kunkka,164,111
5250,CDOTA_Unit_Hero_MonkeyKing,9,166
5255,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5255,CDOTA_Unit_Hero_Ursa,285,155
5255,CDOTA_Unit_Hero_Lion,146,156
5255,CDOTA_Unit_Hero_Puck,114,326
5255,CDOTA_Unit_Hero_Pudge,330,66
5255,CDOTA_Unit_Hero_Abaddon,351,112
5255,CDOTA_Unit_Hero_Shredder,56,354
5255,CDOTA_Unit_Hero_VengefulSpirit,308,127
5255,CDOTA_Unit_Hero_Kunkka,164,111
5255,CDOTA_Unit_Hero_MonkeyKing,95,191
5260,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5260,CDOTA_Unit_Hero_Ursa,267,169
5260,CDOTA_Unit_Hero_Lion,0,146
5260,CDOTA_Unit_Hero_Puck,114,326
5260,CDOTA_Unit_Hero_Pudge,325,68
5260,CDOTA_Unit_Hero_Abaddon,369,108
5260,CDOTA_Unit_Hero_Shredder,57,356
5260,CDOTA_Unit_Hero_VengefulSpirit,265,153
5260,CDOTA_Unit_Hero_Kunkka,164,111
5260,CDOTA_Unit_Hero_MonkeyKing,70,190
5265,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5265,CDOTA_Unit_Hero_Ursa,208,226
5265,CDOTA_Unit_Hero_Lion,0,142
5265,CDOTA_Unit_Hero_Puck,114,326
5265,CDOTA_Unit_Hero_Pudge,324,69
5265,CDOTA_Unit_Hero_Abaddon,379,102
5265,CDOTA_Unit_Hero_Shredder,57,356
5265,CDOTA_Unit_Hero_VengefulSpirit,166,149
5265,CDOTA_Unit_Hero_Kunkka,164,111
5265,CDOTA_Unit_Hero_MonkeyKing,55,255
5270,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5270,CDOTA_Unit_Hero_Ursa,199,244
5270,CDOTA_Unit_Hero_Lion,0,142
5270,CDOTA_Unit_Hero_Puck,114,326
5270,CDOTA_Unit_Hero_Pudge,324,69
5270,CDOTA_Unit_Hero_Abaddon,379,102
5270,CDOTA_Unit_Hero_Shredder,57,356
5270,CDOTA_Unit_Hero_VengefulSpirit,151,150
5270,CDOTA_Unit_Hero_Kunkka,164,111
5270,CDOTA_Unit_Hero_MonkeyKing,28,300
5275,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5275,CDOTA_Unit_Hero_Ursa,197,251
5275,CDOTA_Unit_Hero_Lion,126,183
5275,CDOTA_Unit_Hero_Puck,114,326
5275,CDOTA_Unit_Hero_Pudge,324,69
5275,CDOTA_Unit_Hero_Abaddon,379,102
5275,CDOTA_Unit_Hero_Shredder,57,356
5275,CDOTA_Unit_Hero_VengefulSpirit,282,186
5275,CDOTA_Unit_Hero_Kunkka,164,111
5275,CDOTA_Unit_Hero_MonkeyKing,20,310
5280,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5280,CDOTA_Unit_Hero_Ursa,197,253
5280,CDOTA_Unit_Hero_Lion,125,184
5280,CDOTA_Unit_Hero_Puck,114,326
5280,CDOTA_Unit_Hero_Pudge,324,69
5280,CDOTA_Unit_Hero_Abaddon,380,101
5280,CDOTA_Unit_Hero_Shredder,57,356
5280,CDOTA_Unit_Hero_VengefulSpirit,298,196
5280,CDOTA_Unit_Hero_Kunkka,164,111
5280,CDOTA_Unit_Hero_MonkeyKing,41,293
5285,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5285,CDOTA_Unit_Hero_Ursa,510,204
5285,CDOTA_Unit_Hero_Lion,125,184
5285,CDOTA_Unit_Hero_Puck,114,326
5285,CDOTA_Unit_Hero_Pudge,325,69
5285,CDOTA_Unit_Hero_Abaddon,388,92
5285,CDOTA_Unit_Hero_Shredder,57,356
5285,CDOTA_Unit_Hero_VengefulSpirit,110,217
5285,CDOTA_Unit_Hero_Kunkka,164,111
5285,CDOTA_Unit_Hero_MonkeyKing,363,181
5290,CDOTA_Unit_Hero_KeeperOfTheLight,233,247
5290,CDOTA_Unit_Hero_Ursa,477,194
5290,CDOTA_Unit_Hero_Lion,143,171
5290,CDOTA_Unit_Hero_Puck,114,326
5290,CDOTA_Unit_Hero_Pudge,351,60
5290,CDOTA_Unit_Hero_Abaddon,388,92
5290,CDOTA_Unit_Hero_Shredder,57,356
5290,CDOTA_Unit_Hero_VengefulSpirit,85,235
