Tick,Hero,X,Y
4965,CDOTA_Unit_Hero_ChaosKnight,228,228
4965,CDOTA_Unit_Hero_Invoker,224,70
4965,CDOTA_Unit_Hero_Abaddon,148,217
4965,CDOTA_Unit_Hero_Magnataur,219,229
4965,CDOTA_Unit_Hero_StormSpirit,147,218
4965,CDOTA_Unit_Hero_Sven,167,168
4970,CDOTA_Unit_Hero_Nevermore,230,372
4970,CDOTA_Unit_Hero_Necrolyte,31,28
4970,CDOTA_Unit_Hero_AncientApparition,388,201
4970,CDOTA_Unit_Hero_DarkWillow,273,375
4970,CDOTA_Unit_Hero_ChaosKnight,228,228
4970,CDOTA_Unit_Hero_Invoker,254,55
4970,CDOTA_Unit_Hero_Abaddon,148,217
4970,CDOTA_Unit_Hero_Magnataur,219,229
4970,CDOTA_Unit_Hero_StormSpirit,144,218
4970,CDOTA_Unit_Hero_Sven,0,218
4975,CDOTA_Unit_Hero_Nevermore,230,372
4975,CDOTA_Unit_Hero_Necrolyte,31,28
4975,CDOTA_Unit_Hero_AncientApparition,388,201
4975,CDOTA_Unit_Hero_DarkWillow,273,375
4975,CDOTA_Unit_Hero_ChaosKnight,228,228
4975,CDOTA_Unit_Hero_Invoker,254,55
4975,CDOTA_Unit_Hero_Abaddon,148,217
4975,CDOTA_Unit_Hero_Magnataur,219,229
4975,CDOTA_Unit_Hero_StormSpirit,144,218
4975,CDOTA_Unit_Hero_Sven,0,218
4980,CDOTA_Unit_Hero_Nevermore,230,372
4980,CDOTA_Unit_Hero_Necrolyte,31,28
4980,CDOTA_Unit_Hero_AncientApparition,388,201
4980,CDOTA_Unit_Hero_DarkWillow,273,375
4980,CDOTA_Unit_Hero_ChaosKnight,228,228
4980,CDOTA_Unit_Hero_Invoker,254,55
4980,CDOTA_Unit_Hero_Abaddon,152,217
4980,CDOTA_Unit_Hero_Magnataur,219,229
4980,CDOTA_Unit_Hero_StormSpirit,144,218
4980,CDOTA_Unit_Hero_Sven,203,190
4985,CDOTA_Unit_Hero_Nevermore,230,372
4985,CDOTA_Unit_Hero_Necrolyte,31,28
4985,CDOTA_Unit_Hero_AncientApparition,373,209
4985,CDOTA_Unit_Hero_DarkWillow,253,196
4985,CDOTA_Unit_Hero_ChaosKnight,228,228
4985,CDOTA_Unit_Hero_Invoker,258,55
4985,CDOTA_Unit_Hero_Abaddon,177,311
4985,CDOTA_Unit_Hero_Magnataur,219,229
4985,CDOTA_Unit_Hero_StormSpirit,144,218
4985,CDOTA_Unit_Hero_Sven,223,188
4990,CDOTA_Unit_Hero_Nevermore,230,372
4990,CDOTA_Unit_Hero_Necrolyte,31,28
4990,CDOTA_Unit_Hero_AncientApparition,342,214
4990,CDOTA_Unit_Hero_DarkWillow,250,196
4990,CDOTA_Unit_Hero_ChaosKnight,228,228
4990,CDOTA_Unit_Hero_Invoker,258,55
4990,CDOTA_Unit_Hero_Abaddon,228,371
4990,CDOTA_Unit_Hero_Magnataur,219,229
4990,CDOTA_Unit_Hero_StormSpirit,144,218
4990,CDOTA_Unit_Hero_Sven,305,129
4995,CDOTA_Unit_Hero_Nevermore,230,372
4995,CDOTA_Unit_Hero_Necrolyte,31,28
4995,CDOTA_Unit_Hero_AncientApparition,347,207
4995,CDOTA_Unit_Hero_DarkWillow,245,200
4995,CDOTA_Unit_Hero_ChaosKnight,228,228
4995,CDOTA_Unit_Hero_Invoker,258,55
4995,CDOTA_Unit_Hero_Abaddon,210,239
4995,CDOTA_Unit_Hero_Magnataur,355,120
4995,CDOTA_Unit_Hero_StormSpirit,144,218
4995,CDOTA_Unit_Hero_Sven,309,113
5000,CDOTA_Unit_Hero_Nevermore,230,372
5000,CDOTA_Unit_Hero_Necrolyte,31,28
5000,CDOTA_Unit_Hero_AncientApparition,351,213
5000,CDOTA_Unit_Hero_DarkWillow,239,209
5000,CDOTA_Unit_Hero_ChaosKnight,501,8
5000,CDOTA_Unit_Hero_Invoker,258,55
5000,CDOTA_Unit_Hero_Abaddon,178,184
5000,CDOTA_Unit_Hero_Magnataur,355,120
5000,CDOTA_Unit_Hero_StormSpirit,144,218
5000,CDOTA_Unit_Hero_Sven,306,112
5005,CDOTA_Unit_Hero_Nevermore,230,372
5005,CDOTA_Unit_Hero_Necrolyte,31,28
5005,CDOTA_Unit_Hero_AncientApparition,352,213
5005,CDOTA_Unit_Hero_DarkWillow,227,213
5005,CDOTA_Unit_Hero_ChaosKnight,501,8
5005,CDOTA_Unit_Hero_Invoker,258,55
5005,CDOTA_Unit_Hero_Abaddon,163,169
5005,CDOTA_Unit_Hero_Magnataur,355,122
5005,CDOTA_Unit_Hero_StormSpirit,144,218
5005,CDOTA_Unit_Hero_Sven,302,108
5010,CDOTA_Unit_Hero_Nevermore,230,372
5010,CDOTA_Unit_Hero_Necrolyte,31,28
5010,CDOTA_Unit_Hero_AncientApparition,387,212
5010,CDOTA_Unit_Hero_DarkWillow,227,215
5010,CDOTA_Unit_Hero_ChaosKnight,313,170
5010,CDOTA_Unit_Hero_Invoker,260,55
5010,CDOTA_Unit_Hero_Abaddon,159,162
5010,CDOTA_Unit_Hero_Magnataur,356,121
5010,CDOTA_Unit_Hero_StormSpirit,144,218
5010,CDOTA_Unit_Hero_Sven,311,108
5015,CDOTA_Unit_Hero_Nevermore,230,372
5015,CDOTA_Unit_Hero_Necrolyte,31,28
5015,CDOTA_Unit_Hero_AncientApparition,510,207
5015,CDOTA_Unit_Hero_DarkWillow,227,215
5015,CDOTA_Unit_Hero_ChaosKnight,222,252
5015,CDOTA_Unit_Hero_Invoker,260,55
5015,CDOTA_Unit_Hero_Abaddon,157,162
5015,CDOTA_Unit_Hero_Magnataur,356,121
5015,CDOTA_Unit_Hero_StormSpirit,144,218
5015,CDOTA_Unit_Hero_Sven,386,71
5020,CDOTA_Unit_Hero_Nevermore,230,372
5020,CDOTA_Unit_Hero_Necrolyte,31,28
5020,CDOTA_Unit_Hero_AncientApparition,432,209
5020,CDOTA_Unit_Hero_DarkWillow,227,215
5020,CDOTA_Unit_Hero_ChaosKnight,210,254
5020,CDOTA_Unit_Hero_Invoker,260,55
5020,CDOTA_Unit_Hero_Abaddon,146,162
5020,CDOTA_Unit_Hero_Magnataur,353,118
5020,CDOTA_Unit_Hero_StormSpirit,144,218
5020,CDOTA_Unit_Hero_Sven,385,69
5025,CDOTA_Unit_Hero_Nevermore,230,372
5025,CDOTA_Unit_Hero_Necrolyte,31,28
5025,CDOTA_Unit_Hero_AncientApparition,430,209
5025,CDOTA_Unit_Hero_DarkWillow,227,215
5025,CDOTA_Unit_Hero_ChaosKnight,213,246
5025,CDOTA_Unit_Hero_Invoker,260,55
5025,CDOTA_Unit_Hero_Abaddon,17,288
5025,CDOTA_Unit_Hero_Magnataur,352,113
5025,CDOTA_Unit_Hero_StormSpirit,144,218
5025,CDOTA_Unit_Hero_Sven,358,78
5030,CDOTA_Unit_Hero_Nevermore,230,372
5030,CDOTA_Unit_Hero_Necrolyte,31,28
5030,CDOTA_Unit_Hero_AncientApparition,401,216
5030,CDOTA_Unit_Hero_DarkWillow,227,215
5030,CDOTA_Unit_Hero_ChaosKnight,196,242
5030,CDOTA_Unit_Hero_Invoker,260,55
5030,CDOTA_Unit_Hero_Abaddon,37,264
5030,CDOTA_Unit_Hero_Magnataur,350,94
5030,CDOTA_Unit_Hero_StormSpirit,144,218
5030,CDOTA_Unit_Hero_Sven,305,104
5035,CDOTA_Unit_Hero_Nevermore,230,372
5035,CDOTA_Unit_Hero_Necrolyte,31,28
5035,CDOTA_Unit_Hero_AncientApparition,401,216
5035,CDOTA_Unit_Hero_DarkWillow,227,215
5035,CDOTA_Unit_Hero_ChaosKnight,203,228
5035,CDOTA_Unit_Hero_Invoker,285,62
5035,CDOTA_Unit_Hero_Abaddon,104,182
5035,CDOTA_Unit_Hero_Magnataur,391,59
5035,CDOTA_Unit_Hero_StormSpirit,144,218
5035,CDOTA_Unit_Hero_Sven,303,106
5040,CDOTA_Unit_Hero_Nevermore,230,372
5040,CDOTA_Unit_Hero_Necrolyte,31,28
5040,CDOTA_Unit_Hero_AncientApparition,399,217
5040,CDOTA_Unit_Hero_DarkWillow,227,215
5040,CDOTA_Unit_Hero_ChaosKnight,219,208
5040,CDOTA_Unit_Hero_Invoker,296,68
5040,CDOTA_Unit_Hero_Abaddon,104,182
5040,CDOTA_Unit_Hero_Magnataur,510,0
5040,CDOTA_Unit_Hero_StormSpirit,144,218
5040,CDOTA_Unit_Hero_Sven,302,107
5045,CDOTA_Unit_Hero_Nevermore,230,372
5045,CDOTA_Unit_Hero_Necrolyte,84,331
5045,CDOTA_Unit_Hero_AncientApparition,398,217
5045,CDOTA_Unit_Hero_DarkWillow,227,215
5045,CDOTA_Unit_Hero_ChaosKnight,199,254
5045,CDOTA_Unit_Hero_Invoker,309,73
5045,CDOTA_Unit_Hero_Abaddon,102,183
5045,CDOTA_Unit_Hero_Magnataur,384,34
5045,CDOTA_Unit_Hero_StormSpirit,144,218
5045,CDOTA_Unit_Hero_Sven,336,81
5050,CDOTA_Unit_Hero_Nevermore,230,372
5050,CDOTA_Unit_Hero_Necrolyte,112,289
5050,CDOTA_Unit_Hero_AncientApparition,397,217
5050,CDOTA_Unit_Hero_DarkWillow,227,215
5050,CDOTA_Unit_Hero_ChaosKnight,167,287
5050,CDOTA_Unit_Hero_Invoker,301,67
5050,CDOTA_Unit_Hero_Abaddon,0,358
5050,CDOTA_Unit_Hero_Magnataur,235,76
5050,CDOTA_Unit_Hero_StormSpirit,144,218
5050,CDOTA_Unit_Hero_Sven,352,78
5055,CDOTA_Unit_Hero_Nevermore,230,372
5055,CDOTA_Unit_Hero_Necrolyte,242,141
5055,CDOTA_Unit_Hero_AncientApparition,447,217
5055,CDOTA_Unit_Hero_DarkWillow,227,215
5055,CDOTA_Unit_Hero_ChaosKnight,212,228
5055,CDOTA_Unit_Hero_Invoker,294,62
5055,CDOTA_Unit_Hero_Abaddon,110,228
5055,CDOTA_Unit_Hero_Magnataur,229,73
5055,CDOTA_Unit_Hero_StormSpirit,144,218
5055,CDOTA_Unit_Hero_Sven,355,78
5060,CDOTA_Unit_Hero_Nevermore,230,372
5060,CDOTA_Unit_Hero_Necrolyte,268,106
5060,CDOTA_Unit_Hero_AncientApparition,456,182
5060,CDOTA_Unit_Hero_DarkWillow,227,215
5060,CDOTA_Unit_Hero_ChaosKnight,223,231
5060,CDOTA_Unit_Hero_Invoker,280,55
5060,CDOTA_Unit_Hero_Abaddon,123,215
5060,CDOTA_Unit_Hero_Magnataur,232,72
5060,CDOTA_Unit_Hero_StormSpirit,144,218
5060,CDOTA_Unit_Hero_Sven,356,85
5065,CDOTA_Unit_Hero_Nevermore,230,372
5065,CDOTA_Unit_Hero_Necrolyte,266,107
5065,CDOTA_Unit_Hero_AncientApparition,427,174
5065,CDOTA_Unit_Hero_DarkWillow,227,215
5065,CDOTA_Unit_Hero_ChaosKnight,260,205
5065,CDOTA_Unit_Hero_Invoker,279,55
5065,CDOTA_Unit_Hero_Abaddon,0,383
5065,CDOTA_Unit_Hero_Magnataur,237,75
5065,CDOTA_Unit_Hero_StormSpirit,144,218
5065,CDOTA_Unit_Hero_Sven,356,85
5070,CDOTA_Unit_Hero_Nevermore,230,372
5070,CDOTA_Unit_Hero_Necrolyte,262,110
5070,CDOTA_Unit_Hero_AncientApparition,427,174
5070,CDOTA_Unit_Hero_DarkWillow,227,215
5070,CDOTA_Unit_Hero_ChaosKnight,282,196
5070,CDOTA_Unit_Hero_Invoker,284,52
5070,CDOTA_Unit_Hero_Abaddon,79,330
5070,CDOTA_Unit_Hero_Magnataur,275,142
5070,CDOTA_Unit_Hero_StormSpirit,144,218
5070,CDOTA_Unit_Hero_Sven,425,85
5075,CDOTA_Unit_Hero_Nevermore,230,372
5075,CDOTA_Unit_Hero_Necrolyte,251,119
5075,CDOTA_Unit_Hero_AncientApparition,427,174
5075,CDOTA_Unit_Hero_DarkWillow,227,215
5075,CDOTA_Unit_Hero_ChaosKnight,359,139
5075,CDOTA_Unit_Hero_Invoker,284,52
5075,CDOTA_Unit_Hero_Abaddon,156,249
5075,CDOTA_Unit_Hero_Magnataur,287,221
5075,CDOTA_Unit_Hero_StormSpirit,144,218
5075,CDOTA_Unit_Hero_Sven,460,75
5080,CDOTA_Unit_Hero_Nevermore,230,372
5080,CDOTA_Unit_Hero_Necrolyte,211,98
5080,CDOTA_Unit_Hero_AncientApparition,427,174
5080,CDOTA_Unit_Hero_DarkWillow,227,215
5080,CDOTA_Unit_Hero_ChaosKnight,378,105
5080,CDOTA_Unit_Hero_Invoker,282,50
5080,CDOTA_Unit_Hero_Abaddon,156,249
5080,CDOTA_Unit_Hero_Magnataur,193,383
5080,CDOTA_Unit_Hero_StormSpirit,144,218
5080,CDOTA_Unit_Hero_Sven,466,69
5085,CDOTA_Unit_Hero_Nevermore,230,372
5085,CDOTA_Unit_Hero_Necrolyte,137,0
5085,CDOTA_Unit_Hero_AncientApparition,427,174
5085,CDOTA_Unit_Hero_DarkWillow,227,215
5085,CDOTA_Unit_Hero_ChaosKnight,373,94
5085,CDOTA_Unit_Hero_Invoker,281,49
5085,CDOTA_Unit_Hero_Abaddon,102,334
5085,CDOTA_Unit_Hero_Magnataur,238,285
5085,CDOTA_Unit_Hero_StormSpirit,144,218
5085,CDOTA_Unit_Hero_Sven,466,64
5090,CDOTA_Unit_Hero_Nevermore,230,372
5090,CDOTA_Unit_Hero_Necrolyte,137,0
5090,CDOTA_Unit_Hero_AncientApparition,427,174
5090,CDOTA_Unit_Hero_DarkWillow,227,215
5090,CDOTA_Unit_Hero_ChaosKnight,371,88
5090,CDOTA_Unit_Hero_Invoker,281,49
5090,CDOTA_Unit_Hero_Abaddon,49,367
5090,CDOTA_Unit_Hero_Magnataur,244,261
5090,CDOTA_Unit_Hero_StormSpirit,144,218
5090,CDOTA_Unit_Hero_Sven,446,71
5095,CDOTA_Unit_Hero_Nevermore,230,372
5095,CDOTA_Unit_Hero_Necrolyte,203,133
5095,CDOTA_Unit_Hero_AncientApparition,427,174
5095,CDOTA_Unit_Hero_DarkWillow,227,215
5095,CDOTA_Unit_Hero_ChaosKnight,371,80
5095,CDOTA_Unit_Hero_Invoker,281,49
5095,CDOTA_Unit_Hero_Abaddon,124,216
5095,CDOTA_Unit_Hero_Magnataur,234,327
5095,CDOTA_Unit_Hero_StormSpirit,144,218
5095,CDOTA_Unit_Hero_Sven,397,84
5100,CDOTA_Unit_Hero_Nevermore,230,372
5100,CDOTA_Unit_Hero_Necrolyte,231,169
5100,CDOTA_Unit_Hero_AncientApparition,427,174
5100,CDOTA_Unit_Hero_DarkWillow,227,215
5100,CDOTA_Unit_Hero_ChaosKnight,380,78
5100,CDOTA_Unit_Hero_Invoker,281,49
5100,CDOTA_Unit_Hero_Abaddon,126,212
5100,CDOTA_Unit_Hero_Magnataur,234,327
5100,CDOTA_Unit_Hero_StormSpirit,144,218
5100,CDOTA_Unit_Hero_Sven,372,85
5105,CDOTA_Unit_Hero_Nevermore,230,372
5105,CDOTA_Unit_Hero_Necrolyte,393,187
5105,CDOTA_Unit_Hero_AncientApparition,427,174
5105,CDOTA_Unit_Hero_DarkWillow,227,215
5105,CDOTA_Unit_Hero_ChaosKnight,394,78
5105,CDOTA_Unit_Hero_Invoker,282,46
5105,CDOTA_Unit_Hero_Abaddon,123,212
5105,CDOTA_Unit_Hero_Magnataur,229,217
5105,CDOTA_Unit_Hero_StormSpirit,144,218
5105,CDOTA_Unit_Hero_Sven,362,89
5110,CDOTA_Unit_Hero_Nevermore,273,303
5110,CDOTA_Unit_Hero_Necrolyte,510,191
5110,CDOTA_Unit_Hero_AncientApparition,427,174
5110,CDOTA_Unit_Hero_DarkWillow,227,215
5110,CDOTA_Unit_Hero_ChaosKnight,397,78
5110,CDOTA_Unit_Hero_Invoker,282,46
5110,CDOTA_Unit_Hero_Abaddon,118,212
5110,CDOTA_Unit_Hero_Magnataur,209,280
5110,CDOTA_Unit_Hero_StormSpirit,144,218
5110,CDOTA_Unit_Hero_Sven,358,92
5115,CDOTA_Unit_Hero_Nevermore,415,220
5115,CDOTA_Unit_Hero_Necrolyte,429,216
5115,CDOTA_Unit_Hero_AncientApparition,427,174
5115,CDOTA_Unit_Hero_DarkWillow,227,215
5115,CDOTA_Unit_Hero_ChaosKnight,397,78
5115,CDOTA_Unit_Hero_Invoker,282,46
5115,CDOTA_Unit_Hero_Abaddon,116,214
5115,CDOTA_Unit_Hero_Magnataur,209,280
5115,CDOTA_Unit_Hero_StormSpirit,144,218
5115,CDOTA_Unit_Hero_Sven,378,87
5120,CDOTA_Unit_Hero_Nevermore,386,270
5120,CDOTA_Unit_Hero_Necrolyte,158,325
5120,CDOTA_Unit_Hero_AncientApparition,427,174
5120,CDOTA_Unit_Hero_DarkWillow,227,215
5120,CDOTA_Unit_Hero_ChaosKnight,385,95
5120,CDOTA_Unit_Hero_Invoker,282,46
5120,CDOTA_Unit_Hero_Abaddon,97,226
5120,CDOTA_Unit_Hero_Magnataur,214,273
5120,CDOTA_Unit_Hero_StormSpirit,144,218
5120,CDOTA_Unit_Hero_Sven,387,78
5125,CDOTA_Unit_Hero_Nevermore,47,305
5125,CDOTA_Unit_Hero_Necrolyte,3,382
5125,CDOTA_Unit_Hero_AncientApparition,427,174
5125,CDOTA_Unit_Hero_DarkWillow,227,215
5125,CDOTA_Unit_Hero_ChaosKnight,334,251
5125,CDOTA_Unit_Hero_Invoker,282,46
5125,CDOTA_Unit_Hero_Abaddon,98,226
5125,CDOTA_Unit_Hero_Magnataur,262,184
5125,CDOTA_Unit_Hero_StormSpirit,144,218
5125,CDOTA_Unit_Hero_Sven,387,78
5130,CDOTA_Unit_Hero_Nevermore,0,273
5130,CDOTA_Unit_Hero_Necrolyte,34,340
5130,CDOTA_Unit_Hero_AncientApparition,427,174
5130,CDOTA_Unit_Hero_DarkWillow,227,215
5130,CDOTA_Unit_Hero_ChaosKnight,329,304
5130,CDOTA_Unit_Hero_Invoker,285,37
5130,CDOTA_Unit_Hero_Abaddon,91,227
5130,CDOTA_Unit_Hero_Magnataur,252,186
5130,CDOTA_Unit_Hero_StormSpirit,144,218
5130,CDOTA_Unit_Hero_Sven,392,78
5135,CDOTA_Unit_Hero_Nevermore,11,270
5135,CDOTA_Unit_Hero_Necrolyte,41,337
5135,CDOTA_Unit_Hero_AncientApparition,427,174
5135,CDOTA_Unit_Hero_DarkWillow,227,215
5135,CDOTA_Unit_Hero_ChaosKnight,329,323
5135,CDOTA_Unit_Hero_Invoker,285,43
5135,CDOTA_Unit_Hero_Abaddon,90,227
5135,CDOTA_Unit_Hero_Magnataur,275,144
5135,CDOTA_Unit_Hero_StormSpirit,144,218
5135,CDOTA_Unit_Hero_Sven,446,72
5140,CDOTA_Unit_Hero_Nevermore,16,274
5140,CDOTA_Unit_Hero_Necrolyte,37,337
5140,CDOTA_Unit_Hero_AncientApparition,427,174
5140,CDOTA_Unit_Hero_DarkWillow,227,215
5140,CDOTA_Unit_Hero_ChaosKnight,328,338
5140,CDOTA_Unit_Hero_Invoker,285,44
5140,CDOTA_Unit_Hero_Abaddon,78,238
5140,CDOTA_Unit_Hero_Magnataur,273,57
5140,CDOTA_Unit_Hero_StormSpirit,144,218
5140,CDOTA_Unit_Hero_Sven,459,65
5145,CDOTA_Unit_Hero_Nevermore,31,293
5145,CDOTA_Unit_Hero_Necrolyte,32,341
5145,CDOTA_Unit_Hero_AncientApparition,427,174
5145,CDOTA_Unit_Hero_DarkWillow,227,215
5145,CDOTA_Unit_Hero_ChaosKnight,333,343
5145,CDOTA_Unit_Hero_Invoker,282,43
5145,CDOTA_Unit_Hero_Abaddon,46,291
5145,CDOTA_Unit_Hero_Magnataur,274,55
5145,CDOTA_Unit_Hero_StormSpirit,144,218
5145,CDOTA_Unit_Hero_Sven,463,64
5150,CDOTA_Unit_Hero_Nevermore,313,248
5150,CDOTA_Unit_Hero_Necrolyte,29,344
5150,CDOTA_Unit_Hero_AncientApparition,427,174
5150,CDOTA_Unit_Hero_DarkWillow,227,215
5150,CDOTA_Unit_Hero_ChaosKnight,346,358
5150,CDOTA_Unit_Hero_Invoker,278,40
5150,CDOTA_Unit_Hero_Abaddon,39,310
5150,CDOTA_Unit_Hero_Magnataur,284,53
5150,CDOTA_Unit_Hero_StormSpirit,144,218
5150,CDOTA_Unit_Hero_Sven,465,63
5155,CDOTA_Unit_Hero_Nevermore,127,226
5155,CDOTA_Unit_Hero_Necrolyte,27,345
5155,CDOTA_Unit_Hero_AncientApparition,427,174
5155,CDOTA_Unit_Hero_DarkWillow,227,215
5155,CDOTA_Unit_Hero_ChaosKnight,346,359
5155,CDOTA_Unit_Hero_Invoker,257,54
5155,CDOTA_Unit_Hero_Abaddon,40,327
5155,CDOTA_Unit_Hero_Magnataur,284,53
5155,CDOTA_Unit_Hero_StormSpirit,144,218
5155,CDOTA_Unit_Hero_Sven,465,63
5160,CDOTA_Unit_Hero_Nevermore,71,236
5160,CDOTA_Unit_Hero_Necrolyte,31,338
5160,CDOTA_Unit_Hero_AncientApparition,427,174
5160,CDOTA_Unit_Hero_DarkWillow,227,215
5160,CDOTA_Unit_Hero_ChaosKnight,363,290
5160,CDOTA_Unit_Hero_Invoker,58,271
5160,CDOTA_Unit_Hero_Abaddon,47,332
5160,CDOTA_Unit_Hero_Magnataur,233,39
5160,CDOTA_Unit_Hero_StormSpirit,144,218
5160,CDOTA_Unit_Hero_Sven,85,165
5165,CDOTA_Unit_Hero_Nevermore,63,238
5165,CDOTA_Unit_Hero_Necrolyte,143,254
5165,CDOTA_Unit_Hero_AncientApparition,427,174
5165,CDOTA_Unit_Hero_DarkWillow,227,215
5165,CDOTA_Unit_Hero_ChaosKnight,392,113
5165,CDOTA_Unit_Hero_Invoker,27,302
5165,CDOTA_Unit_Hero_Abaddon,47,332
5165,CDOTA_Unit_Hero_Magnataur,189,26
5165,CDOTA_Unit_Hero_StormSpirit,144,218
5165,CDOTA_Unit_Hero_Sven,0,207
5170,CDOTA_Unit_Hero_Nevermore,510,383
5170,CDOTA_Unit_Hero_Necrolyte,168,246
5170,CDOTA_Unit_Hero_AncientApparition,427,174
5170,CDOTA_Unit_Hero_DarkWillow,227,215
5170,CDOTA_Unit_Hero_ChaosKnight,400,91
5170,CDOTA_Unit_Hero_Invoker,20,304
5170,CDOTA_Unit_Hero_Abaddon,50,339
5170,CDOTA_Unit_Hero_Magnataur,186,2
5170,CDOTA_Unit_Hero_StormSpirit,144,218
5170,CDOTA_Unit_Hero_Sven,84,222
5175,CDOTA_Unit_Hero_Nevermore,510,383
